ID_cliente,Baja,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_contrato,Servicio_telefonia,Lineas_multiples,Servicio_internet,Seguridad_online,Respaldo_online,Proteccion_dispositivo,Soporte_tecnico,TV_streaming,Peliculas_streaming,Tipo_contrato,Facturacion_digital,Metodo_pago,Cargo_mensual,Total_gastado,Cuentas_Diarias
5590-ZSKRV,No,Mujer,No,Sí,Sí,8,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque postal,54.65,482.25,1.82
5593-SUAOO,No,Mujer,No,Sí,Sí,24,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No,Un año,No,Transferencia bancaria,83.15,2033.05,2.77
5597-GLBUC,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,85.45,85.45,2.85
5598-IKHQQ,No,Mujer,No,No,No,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,25.45,1866.45,0.85
5599-HVLTW,No,Mujer,Yes,No,No,14,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Transferencia bancaria,80.35,1058.1,2.68
5600-KTXFM,No,Hombre,No,Sí,Sí,2,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque postal,69.95,143.9,2.33
5600-PDUJF,No,Hombre,No,No,No,6,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Tarjeta de crédito,49.5,312.7,1.65
5602-BVFMK,No,Mujer,No,No,No,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.3,228.75,0.64
5605-IYGFG,No,Mujer,No,No,No,7,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,69.85,515.45,2.33
5605-XNWEN,No,Hombre,Yes,Sí,No,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,25.0,1802.55,0.83
5606-AMZBO,No,Mujer,No,Sí,No,10,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,78.15,765.15,2.6
5609-CEBID,Sí,Mujer,Yes,No,No,20,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí,Mensual,Sí,Cheque electrónico,94.1,1782.4,3.14
5609-IMCGG,No,Mujer,No,No,No,15,Sí,Sí,Fibra óptica,Sí,No,Sí,No,No,No,Mensual,Sí,Tarjeta de crédito,84.35,1302.65,2.81
5614-DNZCE,No,Mujer,No,No,No,58,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No,Dos años,Sí,Tarjeta de crédito,64.9,3795.45,2.16
5616-PRTNT,Sí,Hombre,No,No,Sí,20,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,19.4,374.5,0.65
5619-PTMIK,No,Mujer,No,Sí,No,46,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,53.1,2459.8,1.77
5619-XZZKR,No,Hombre,No,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.95,68.2,0.66
5622-UEJFI,No,Mujer,No,Sí,Sí,35,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito,25.4,949.8,0.85
5624-BQSSA,Sí,Mujer,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.95,20.95,0.7
5624-RYAMH,No,Mujer,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,19.5,178.85,0.65
5626-MGTUK,No,Mujer,No,No,No,20,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,No,Mensual,Sí,Transferencia bancaria,89.1,1879.25,2.97
5627-TVBPP,No,Mujer,No,No,Sí,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Tarjeta de crédito,20.1,644.5,0.67
5628-FCGYG,No,Hombre,No,No,No,21,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,84.1,1737.45,2.8
5628-RKIFK,No,Mujer,Yes,No,No,49,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,No,Tarjeta de crédito,101.55,5070.4,3.38
5630-AHZIL,No,Mujer,No,No,Sí,3,Sí,No,DSL,Sí,No,No,Sí,No,Sí,Mensual,Sí,Transferencia bancaria,64.5,177.4,2.15
5630-IXDXV,No,Mujer,No,No,No,47,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,106.35,4849.1,3.54
5639-NTUPK,No,Hombre,No,No,Sí,13,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,52.1,670.65,1.74
5640-CAXOA,No,Mujer,No,No,No,30,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,Sí,Un año,Sí,Tarjeta de crédito,40.35,1187.05,1.34
5641-DMBFJ,No,Mujer,No,Sí,No,58,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,84.3,4916.4,2.81
5642-MHDQT,No,Mujer,No,Sí,Sí,53,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Transferencia bancaria,19.85,1039.45,0.66
5644-PDMZC,Sí,Mujer,Yes,No,No,2,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,No,Cheque electrónico,89.5,161.5,2.98
5647-FXOTP,No,Mujer,Yes,Sí,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,105.9,6401.25,3.53
5647-URDKA,No,Hombre,No,Sí,Sí,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.7,130.25,0.66
5649-ANRML,Sí,Hombre,Yes,No,No,2,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,Sí,Mensual,Sí,Tarjeta de crédito,95.1,180.25,3.17
5649-RXQTV,No,Hombre,No,No,No,51,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,99.0,5038.15,3.3
5649-TJHOV,Sí,Hombre,Yes,Sí,No,27,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí,Mensual,No,Transferencia bancaria,36.5,1032.0,1.22
5649-VUKMC,Sí,Mujer,No,No,No,12,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,No,Cheque postal,95.5,1115.15,3.18
5650-VDUDS,Sí,Mujer,No,No,No,4,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,24.25,96.05,0.81
5650-YLIBA,No,Hombre,No,No,No,31,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,81.15,2640.55,2.7
5651-CPDND,No,Hombre,No,No,No,10,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,46.0,492.1,1.53
5651-CRHKQ,No,Mujer,No,Sí,No,41,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,No,Un año,Sí,Transferencia bancaria,86.2,3339.05,2.87
5651-WYIPH,No,Mujer,Yes,No,No,18,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito,49.85,865.75,1.66
5651-YLPRD,No,Mujer,No,Sí,Sí,32,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,86.1,2723.75,2.87
5652-MSDEY,No,Mujer,No,No,No,10,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque postal,75.75,777.3,2.52
5655-JSMZM,Sí,Hombre,Yes,No,No,49,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,96.2,4718.25,3.21
5656-JAMLX,No,Hombre,No,No,No,62,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,19.85,1253.65,0.66
5656-MJEFC,No,Hombre,No,Sí,Sí,42,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,No,Dos años,No,Tarjeta de crédito,48.15,2032.3,1.6
5663-QBGIS,No,Hombre,Yes,Sí,No,72,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Dos años,No,Transferencia bancaria,98.35,6929.4,3.28
5666-CYCYZ,No,Mujer,No,No,No,24,Sí,Sí,Fibra óptica,No,No,No,Sí,No,Sí,Mensual,Sí,Cheque electrónico,89.55,2259.35,2.98
5666-MBJPT,No,Hombre,No,No,No,65,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,25.1,1725.0,0.84
5668-MEISB,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No,Dos años,No,Tarjeta de crédito,106.1,7657.4,3.54
5669-SRAIP,Sí,Mujer,No,No,No,5,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,Sí,Mensual,No,Cheque electrónico,39.5,210.75,1.32
5671-RQRLP,No,Mujer,Yes,Sí,No,70,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Dos años,Sí,Tarjeta de crédito,75.65,5411.4,2.52
5671-UUNXD,No,Mujer,Yes,Sí,No,50,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,100.65,5189.75,3.36
5673-FSSMF,Sí,Mujer,No,No,No,1,Sí,Sí,DSL,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,60.15,60.15,2.0
5673-TIYIB,Sí,Hombre,No,No,No,2,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No,Mensual,Sí,Tarjeta de crédito,40.4,77.15,1.35
5676-CFLYY,No,Hombre,No,Sí,Sí,71,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,73.35,5154.5,2.44
5678-VFNEQ,No,Mujer,No,Sí,No,71,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,104.1,7412.25,3.47
5680-LQOGP,No,Mujer,No,No,No,68,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,82.45,5646.6,2.75
5681-LLOEI,No,Hombre,No,Sí,Sí,43,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,No,No,Un año,Sí,Tarjeta de crédito,91.25,4013.8,3.04
5684-FJVYR,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,No,No,Dos años,Sí,Transferencia bancaria,90.35,6563.4,3.01
5685-IIXLY,Sí,Mujer,No,Sí,Sí,5,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,83.6,404.2,2.79
5686-CMAWK,No,Hombre,No,No,No,17,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No,Un año,No,Cheque electrónico,86.75,1410.25,2.89
5687-DKDTV,Sí,Mujer,No,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.35,77.5,0.68
5688-KZTSN,Sí,Hombre,No,Sí,Sí,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,20.0,288.05,0.67
5692-FPTAH,Sí,Mujer,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,45.4,45.4,1.51
5692-ICXLW,No,Hombre,Yes,No,No,31,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,90.7,2845.15,3.02
5693-PIPCS,No,Hombre,No,No,No,41,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,99.65,4220.35,3.32
5696-CEIQJ,No,Hombre,No,Sí,Sí,67,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,103.15,6895.5,3.44
5696-EXCYS,No,Hombre,No,No,No,17,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.45,369.05,0.65
5696-JVVQY,No,Mujer,No,Sí,Sí,48,Sí,No,DSL,Sí,Sí,Sí,No,No,Sí,Dos años,Sí,Tarjeta de crédito,70.1,3238.4,2.34
5696-QURRL,Sí,Hombre,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,45.05,45.05,1.5
5697-GOMBF,No,Mujer,Yes,Sí,Sí,28,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,35.9,973.65,1.2
5698-BQJOH,Sí,Mujer,No,No,No,9,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,94.4,857.25,3.15
5699-BNCAS,No,Hombre,Yes,No,No,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,24.65,1766.75,0.82
5701-GUXDC,No,Mujer,No,Sí,No,26,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,No,Un año,No,Tarjeta de crédito,35.4,978.6,1.18
5701-SVCWR,No,Mujer,No,No,Sí,1,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,24.0,24.0,0.8
5701-YVSVF,No,Mujer,Yes,Sí,No,11,Sí,No,Fibra óptica,No,No,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,82.9,880.05,2.76
5701-ZIKJE,No,Hombre,No,No,No,13,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque postal,50.55,610.75,1.68
5702-KVQRD,No,Hombre,No,Sí,No,71,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,82.55,5832.65,2.75
5702-SKUOB,No,Mujer,No,Sí,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.6,93.45,0.65
5707-ORNDZ,Sí,Hombre,Yes,No,No,9,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,54.55,494.05,1.82
5707-ZMDJP,No,Hombre,No,Sí,Sí,53,Sí,No,DSL,Sí,Sí,No,Sí,Sí,No,Dos años,Sí,Cheque postal,69.7,3729.6,2.32
5708-EVONK,Sí,Mujer,No,Sí,Sí,58,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,Sí,Mensual,Sí,Transferencia bancaria,93.4,5435.6,3.11
5709-LVOEQ,No,Mujer,No,Sí,Sí,0,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Dos años,No,Cheque postal,80.85,0.0,2.7
5712-AHQNN,No,Mujer,No,No,No,43,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,91.65,3954.1,3.06
5712-PTIWW,Sí,Hombre,No,No,No,2,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,Sí,Cheque electrónico,79.85,152.45,2.66
5712-VBOXD,No,Mujer,No,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,20.15,68.45,0.67
5716-EZXZN,No,Mujer,No,Sí,Sí,65,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito,99.05,6416.7,3.3
5716-LIBJC,No,Mujer,No,No,Sí,13,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,104.15,1299.1,3.47
5724-BIDBU,No,Hombre,No,Sí,No,49,Sí,Sí,DSL,Sí,No,No,No,No,No,Un año,Sí,Cheque electrónico,55.35,2633.95,1.84
5726-CVNYA,No,Mujer,No,Sí,Sí,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,19.85,146.6,0.66
5727-MYATE,No,Hombre,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,90.8,6397.6,3.03
5729-KLZAR,Sí,Mujer,No,Sí,Sí,4,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,No,Cheque electrónico,80.85,302.75,2.7
5730-DBDSI,No,Hombre,No,No,No,66,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,19.7,1253.8,0.66
5730-RIITO,No,Mujer,Yes,No,No,43,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito,33.45,1500.25,1.12
5732-IKGQH,No,Hombre,Yes,Sí,No,52,Sí,No,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria,104.45,5481.25,3.48
5734-EJKXG,No,Mujer,No,No,No,61,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,118.6,7365.7,3.95
5736-YEJAX,No,Hombre,No,No,Sí,69,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito,79.45,5502.55,2.65
5740-YHGTW,No,Hombre,No,Sí,Sí,70,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito,97.55,6669.05,3.25
5743-KHMNA,No,Hombre,No,No,No,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,25.55,1898.1,0.85
5747-PMBSQ,Sí,Hombre,Yes,Sí,No,10,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,No,Mensual,Sí,Cheque postal,92.5,934.1,3.08
5748-RNCJT,Sí,Hombre,No,No,No,69,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,106.5,7348.8,3.55
5751-USDBL,No,Hombre,No,Sí,Sí,46,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,No,Cheque postal,81.0,3846.35,2.7
5753-QQWPW,No,Mujer,No,No,No,28,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Un año,Sí,Cheque electrónico,59.9,1654.7,2.0
5756-JYOJT,No,Mujer,No,No,No,11,Sí,No,DSL,No,No,Sí,Sí,No,Sí,Un año,No,Tarjeta de crédito,64.9,697.25,2.16
5756-OZRIO,No,Hombre,Yes,Sí,No,61,Sí,Sí,DSL,No,Sí,No,No,No,Sí,Un año,No,Transferencia bancaria,64.05,3902.6,2.13
5759-RCVCB,Sí,Mujer,No,No,No,3,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,No,Tarjeta de crédito,35.2,108.95,1.17
5760-FXFVO,No,Hombre,No,No,No,6,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,78.95,494.95,2.63
5760-IFJOZ,No,Hombre,No,No,No,3,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque postal,107.95,313.6,3.6
5760-WRAHC,No,Mujer,Yes,No,No,22,Sí,No,DSL,Sí,No,Sí,Sí,No,Sí,Mensual,Sí,Cheque postal,69.75,1545.4,2.33
5762-TJXGK,No,Mujer,No,No,No,52,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Dos años,Sí,Transferencia bancaria,58.75,3038.55,1.96
5766-FTRTS,No,Hombre,No,Sí,No,72,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Cheque postal,84.45,6033.1,2.82
5766-XQXMQ,Sí,Mujer,No,No,No,29,Sí,No,DSL,Sí,Sí,Sí,No,No,Sí,Mensual,Sí,Transferencia bancaria,68.85,1970.5,2.3
5766-ZJYBB,Sí,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.4,19.4,0.65
5774-QPLTF,No,Hombre,No,Sí,Sí,50,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque postal,20.35,938.95,0.68
5774-XZTQC,No,Mujer,No,Sí,Sí,7,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.45,150.75,0.68
5777-KJIRB,No,Mujer,No,No,No,40,Sí,No,DSL,No,No,Sí,No,No,No,Un año,Sí,Cheque postal,50.25,2023.55,1.68
5777-ZPQNC,No,Mujer,No,No,No,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque electrónico,20.15,260.7,0.67
5778-BVOFB,No,Mujer,No,No,No,9,Sí,No,DSL,No,No,No,Sí,Sí,No,Mensual,Sí,Transferencia bancaria,59.5,530.05,1.98
5780-INQIK,No,Mujer,No,No,No,8,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,No,Cheque electrónico,49.4,408.25,1.65
5781-BKHOP,No,Mujer,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No,Dos años,No,Transferencia bancaria,100.65,7334.05,3.36
5781-RFZRP,No,Hombre,No,Sí,No,71,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,No,Dos años,No,Tarjeta de crédito,73.5,5357.75,2.45
5787-KXGIY,No,Hombre,No,Sí,No,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.3,1304.8,0.64
5788-YPOEG,No,Mujer,No,Sí,Sí,34,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Cheque postal,84.75,2839.45,2.82
5789-LDFXO,No,Hombre,No,No,No,24,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque electrónico,24.6,592.65,0.82
5791-KAJFD,No,Mujer,No,Sí,Sí,56,Sí,Sí,DSL,Sí,No,Sí,No,No,Sí,Un año,Sí,Transferencia bancaria,68.75,3808.0,2.29
5792-JALQC,No,Mujer,Yes,No,No,52,Sí,Sí,DSL,Sí,No,Sí,No,No,No,Dos años,No,Transferencia bancaria,59.85,3103.25,2.0
5793-YOLJN,No,Mujer,No,Sí,Sí,55,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,21.0,1210.3,0.7
5795-BKOYE,No,Mujer,No,Sí,Sí,69,Sí,No,DSL,No,Sí,Sí,Sí,No,No,Un año,No,Transferencia bancaria,59.1,4134.7,1.97
5795-KTGUD,No,Mujer,No,Sí,No,68,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Dos años,Sí,Transferencia bancaria,110.8,7553.6,3.69
5797-APWZC,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,90.6,90.6,3.02
5799-JRCZO,No,Mujer,No,No,Sí,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.5,1215.1,0.65
5802-ADBRC,No,Mujer,No,Sí,No,50,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Cheque postal,104.4,5232.9,3.48
5803-NQJZO,No,Hombre,No,Sí,No,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No,Dos años,Sí,Transferencia bancaria,67.8,4804.65,2.26
5804-HYIEZ,No,Hombre,No,Sí,Sí,70,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,106.05,7554.05,3.53
5804-JMYIO,No,Mujer,No,Sí,Sí,39,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.75,757.95,0.66
5804-LEPIM,Sí,Mujer,Yes,No,No,2,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,70.35,139.05,2.34
5808-TOTXO,No,Mujer,No,No,Sí,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Tarjeta de crédito,20.55,57.4,0.68
5811-IWXYM,No,Mujer,No,Sí,Sí,52,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,No,Transferencia bancaria,101.25,5301.1,3.38
5813-UECBU,Sí,Hombre,Yes,No,No,33,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No,Mensual,Sí,Tarjeta de crédito,83.85,2716.3,2.8
5815-HGGHV,No,Hombre,No,Sí,No,20,Sí,No,DSL,Sí,No,No,Sí,No,Sí,Un año,Sí,Cheque postal,64.15,1274.45,2.14
5816-JMLGY,No,Mujer,No,Sí,Sí,70,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,80.4,5717.85,2.68
